Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Tomkins has been open with his current club about the reasons for wanting to leave.","Tomkins opened no reason to his current club for him to want to leave.","polarity_negation","Predicted Relationship: contradiction with 99.64% confidence."
"Tomkins has been open with his current club about the reasons for wanting to leave.","The current owner is opening his own club to reasons he wants to leave.","RS","Predicted Relationship: neutral with 97.37% confidence."
"Tomkins has been open with his current club about the reasons for wanting to leave.","Tomkins shut his current club for the reason he wanted to leave.","antonym","Predicted Relationship: contradiction with 96.79% confidence."
"Rather than not settling into the New Zealand game, it is being apart from his family and friends that has been niggling away at Tomkins, unsettling him and leaving him longing for life back in the north of England.","Instead of settling down for the New Zealand game Tomkins' family and friends niggled apart unsettled and left him with a long life in northern England.","RD","Predicted Relationship: contradiction with 96.37% confidence."
"Rather than not settling into the New Zealand game, it is being apart from his family and friends that has been niggling away at Tomkins, unsettling him and leaving him longing for life back in the north of England.","Instead of settling down for the New Zealand game Tomkins' family and friends niggled away unsettled and left him with a long life in northern England.","hypernym","Predicted Relationship: contradiction with 96.25% confidence."
"Rather than not settling into the New Zealand game, it is being apart from his family and friends that has been niggling away at Tomkins, unsettling him and leaving him longing for life back in the north of England.","Instead of settling down for the New Zealand game Tomkins' family and friends niggled away unsettled and left him with a long life in northern England.","polarity_negation","Predicted Relationship: contradiction with 96.25% confidence."
"Rather than not settling into the New Zealand game, it is being apart from his family and friends that has been niggling away at Tomkins, unsettling him and leaving him longing for life back in the north of England.","Instead of settling down for the New Zealand game Tomkins' family and friends niggled away unsettled and left him with a long life in northern England.","RS","Predicted Relationship: contradiction with 96.25% confidence."
"Rather than not settling into the New Zealand game, it is being apart from his family and friends that has been niggling away at Tomkins, unsettling him and leaving him longing for life back in the north of England.","Instead of flopping down to the New Zealand game Tomkins' family and friends niggled away unsettled and left him with a long life in northern England.","antonym","Predicted Relationship: contradiction with 97.13% confidence."
"He told Sky Sports News: 'I've enjoyed every minute of being amongst that group but New Zealand is pretty far from Wigan, where all my family live, so I want to be back in England around my family.","He told Sky Sports News he enjoyed every minute of that group but was pretty far from Wigan where his family lived so he wanted to be back in England around his family.","RD","Predicted Relationship: entailment with 99.93% confidence."
"He told Sky Sports News: 'I've enjoyed every minute of being amongst that group but New Zealand is pretty far from Wigan, where all my family live, so I want to be back in England around my family.","He told Sky Sports News he enjoyed every minute of that group but was pretty far from Wigan where all his family lived so he wanted to be back in England around his family.","hypernym","Predicted Relationship: entailment with 99.93% confidence."
"He told Sky Sports News: 'I've enjoyed every minute of being amongst that group but New Zealand is pretty far from Wigan, where all my family live, so I want to be back in England around my family.","He told Sky Sports News he enjoyed every minute of that group but was pretty far from Wigan where all his family lived so he wanted to be back in England around his family.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"He told Sky Sports News: 'I've enjoyed every minute of being amongst that group but New Zealand is pretty far from Wigan, where all my family live, so I want to be back in England around my family.","He told Sky Sports News he enjoyed every minute of that group but was pretty far from the Wigan family home so wanted to be back in England around his family.","RS","Predicted Relationship: entailment with 99.93% confidence."
"He told Sky Sports News: 'I've enjoyed every minute of being amongst that group but New Zealand is pretty far from Wigan, where all my family live, so I want to be back in England around my family.","He told Sky Sports News he enjoyed every minute of that group but was pretty far from Wigan where all his family lived so he wanted to be back in England around his family.","antonym","Predicted Relationship: entailment with 99.93% confidence."
"Tomkins celebrates winning the Super League Grand Final with Wigan in 2013 having spent five years with club .","Wigan's five-year-old celebrated his victory in the Super League grand final in 2013.","RD","Predicted Relationship: neutral with 67.73% confidence."
"Tomkins celebrates winning the Super League Grand Final with Wigan in 2013 having spent five years with club .","Tomkins who spent five years at Waigan celebrated his victory in the 2013 Super League imposing final.","hypernym","Predicted Relationship: entailment with 97.87% confidence."
"Tomkins celebrates winning the Super League Grand Final with Wigan in 2013 having spent five years with club .","No Tomkins who spent five years at Waigan celebrated his victory in the 2013 Super League grand final.","polarity_negation","Predicted Relationship: entailment with 99.60% confidence."
"Tomkins celebrates winning the Super League Grand Final with Wigan in 2013 having spent five years with club .","Tomkins who spent a Super year at Waigan celebrated his victory in the 2013 Grand Final of the 5th League.","RS","Predicted Relationship: entailment with 62.82% confidence."
"Tomkins celebrates winning the Super League Grand Final with Wigan in 2013 having spent five years with club .","Tomkins who spent five years at Waigan celebrated his loss in the 2013 Super League grand final.","antonym","Predicted Relationship: contradiction with 98.32% confidence."
"A replacement for Tomkins has already been found by New Zealand Warriors, with Kiwi international Roger Tuivasa-Sheck agreeing a three-year contract that will take effect from next season.","New Zealand Warriors have already found a replacement for Tomkins with the Kiwi Warriors international Roger Tuivasa-Sheck agreeing a three-year contract in effect from the season.","RD","Predicted Relationship: entailment with 85.67% confidence."
"A replacement for Tomkins has already been found by New Zealand Warriors, with Kiwi international Roger Tuivasa-Sheck agreeing a three-year contract that will take effect from next season.","New Zealand Warriors have already found a replacement for Tomkins with the Kiwi Warriors' international Roger Tuivasa-Sheck having agreed a three-year contract in effect from next season.","hypernym","Predicted Relationship: entailment with 99.69% confidence."
"A replacement for Tomkins has already been found by New Zealand Warriors, with Kiwi international Roger Tuivasa-Sheck agreeing a three-year contract that will take effect from next season.","New Zealand Warriors have already found a replacement for Tomkins as the upcoming Kiwi Warriors international Roger Tuivasa-Sheck has not agreed a three-year contract in effect from next season.","polarity_negation","Predicted Relationship: contradiction with 75.30% confidence."
"A replacement for Tomkins has already been found by New Zealand Warriors, with Kiwi international Roger Tuivasa-Sheck agreeing a three-year contract that will take effect from next season.","New Zealand Warriors found a replacement for Tomkins Roger because Tomkins had already agreed a three-year contract with the Kiwi Warriors Tuivasa-Sheck.","RS","Predicted Relationship: contradiction with 98.11% confidence."
"A replacement for Tomkins has already been found by New Zealand Warriors, with Kiwi international Roger Tuivasa-Sheck agreeing a three-year contract that will take effect from next season.","New Zealand Warriors have already found a replacement for Tomkins with the Kiwi Warriors national Roger Tuivasa-Sheck having agreed a three-year contract in effect from next season.","antonym","Predicted Relationship: entailment with 99.65% confidence."
"Tuivasa-Sheck will join from Sydney Roosters, with New Zealand Warriors head coach Andrew McFadden describing the 21-year-old on Wednesday as 'a wonderful talent and a fantastic signing'.","Tuivasa-Sheck 21 joined the SydneyRoosters from the Sydney Wolves on Wednesday with head coach Andrew McFadden describing her as having "wonderful talent and fantastic signings".","RD","Predicted Relationship: contradiction with 99.91% confidence."
"Tuivasa-Sheck will join from Sydney Roosters, with New Zealand Warriors head coach Andrew McFadden describing the 21-year-old on Wednesday as 'a wonderful talent and a fantastic signing'.","Tuivasa-Sheck 21 joined the SydneyRoosters from the Sydney Wolves on Wednesday with head coach Andrew McFadden describing her as having "wonderful talent and fantastic signings".","hypernym","Predicted Relationship: contradiction with 99.91% confidence."
"Tuivasa-Sheck will join from Sydney Roosters, with New Zealand Warriors head coach Andrew McFadden describing the 21-year-old on Wednesday as 'a wonderful talent and a fantastic signing'.","Tuivasa-Sheck 21 joined the SydneyRoosters from the Sydney Wolves on Wednesday with head coach Andrew McFadden describing her as having "wonderful talent" and "unfantastic signings".","polarity_negation","Predicted Relationship: contradiction with 99.97% confidence."
"Tuivasa-Sheck will join from Sydney Roosters, with New Zealand Warriors head coach Andrew McFadden describing the 21-year-old on Wednesday as 'a wonderful talent and a fantastic signing'.","Sydney 21 joined from theRoosters Tuivasa-Sheck on Wednesday with New Zealand Warriors head coach Andrew McFadden describing her as having "wonderful talent and fantastic signings".","RS","Predicted Relationship: contradiction with 98.09% confidence."
"Tuivasa-Sheck will join from Sydney Roosters, with New Zealand Warriors head coach Andrew McFadden describing the 21-year-old on Wednesday as 'a wonderful talent and a fantastic signing'.","Tuivasa-Sheck 21 joined the SydneyRoosters from the Sydney Raiders on Wednesday with Andrew McFadden the rear coach of the New Zealand Warriors describing Tuivasa-Sheck as a "wonderful talent and a fantastic signing".","antonym","Predicted Relationship: contradiction with 99.87% confidence."
"That has cleared the way for Tomkins, currently sidelined with a minor knee injury, to depart without causing excessive disruption 12 months before the end of his three-year contract.","That clears the way for Tomkins currently sidelined with minor injuries to depart without excessive disruption 12 months before his 3 year contract ends.","RD","Predicted Relationship: entailment with 98.49% confidence."
"That has cleared the way for Tomkins, currently sidelined with a minor knee injury, to depart without causing excessive disruption 12 months before the end of his three-year contract.","That clears the way for Tomkins currently sidelined with a minor knee injury to depart without excessive disruption 12 years before his 3 year contract ends.","hypernym","Predicted Relationship: contradiction with 98.63% confidence."
"That has cleared the way for Tomkins, currently sidelined with a minor knee injury, to depart without causing excessive disruption 12 months before the end of his three-year contract.","That clears the way for Tomkins currently sidelined with a minor knee injury to depart without excessive disruption 12 months before his three-year contract ends.","polarity_negation","Predicted Relationship: entailment with 99.89% confidence."
"That has cleared the way for Tomkins, currently sidelined with a minor knee injury, to depart without causing excessive disruption 12 months before the end of his three-year contract.","That clears the way for Tomkins currently sidelined with a minor knee injury to depart without excessive disruption 12 months before his three-year contract ends.","RS","Predicted Relationship: entailment with 99.89% confidence."
"That has cleared the way for Tomkins, currently sidelined with a minor knee injury, to depart without causing excessive disruption 12 months before the end of his three-year contract.","That clears the way for Tomkins currently sidelined with a minor knee injury to depart without excessive disruption 12 months before his three-year contract ends.","antonym","Predicted Relationship: entailment with 99.89% confidence."
"Tomkins joined the Warriors for a world record transfer fee - thought to be in the region of £700,000.","Tomkins joined the Warriors for a world record fee thought to be in the region of PS7000.","RD","Predicted Relationship: contradiction with 99.28% confidence."
"Tomkins joined the Warriors for a world record transfer fee - thought to be in the region of £700,000.","Tomkins joined the Warriors for a world record transfer fee called back to the PS7000 region.","hypernym","Predicted Relationship: contradiction with 69.06% confidence."
"Tomkins joined the Warriors for a world record transfer fee - thought to be in the region of £700,000.","Tomkins did not join the Warriors for a world record transfer fee thought to be in the region of PS7000.","polarity_negation","Predicted Relationship: entailment with 99.20% confidence."
"Tomkins joined the Warriors for a world record transfer fee - thought to be in the region of £700,000.","7000 join the Warriors for a world record transfer fee thought to be the Tomkins region.","RS","Predicted Relationship: contradiction with 98.10% confidence."
"Tomkins joined the Warriors for a world record transfer fee - thought to be in the region of £700,000.","Tomkins disjoins the Warriors for a world record transfer fee of PS7000 per region.","antonym","Predicted Relationship: contradiction with 99.95% confidence."
"New Zealand Warriors managing director Jim Doyle said of Tomkins: 'He came here excited about testing himself in the NRL and also experiencing living in a new country but, in the end, Sam has found it too much of a challenge being away from home.","Sam Tomkins came here he was also excited to test himself in the NRL and experienced living in a new country but in the end he found too much challenge away from home says New Warriors manager Jim Doyle.","RD","Predicted Relationship: entailment with 99.92% confidence."
"New Zealand Warriors managing director Jim Doyle said of Tomkins: 'He came here excited about testing himself in the NRL and also experiencing living in a new country but, in the end, Sam has found it too much of a challenge being away from home.","Sam Tomkins came here "because he was excited to test himself in the NRL and also because he experienced living in a new country" said New Zealand Warriors manager Jim Doyle but he found himself in excessively much challenge away from home.","hypernym","Predicted Relationship: entailment with 99.82% confidence."
"New Zealand Warriors managing director Jim Doyle said of Tomkins: 'He came here excited about testing himself in the NRL and also experiencing living in a new country but, in the end, Sam has found it too much of a challenge being away from home.","Sam Tomkins came here because he was excited to test himself in the NRL and also because he had experienced living in a new country but he found himself too much of a challenge away from home says New Zealand Warriors manager Jim Doyle.","polarity_negation","Predicted Relationship: entailment with 99.45% confidence."
"New Zealand Warriors managing director Jim Doyle said of Tomkins: 'He came here excited about testing himself in the NRL and also experiencing living in a new country but, in the end, Sam has found it too much of a challenge being away from home.","Sam Tomkins came in "because he was excited to test himself in the NRL and also because he had experience living in a new country" said New Zealand Warriors manager Jim Doyle but in the end he found himself too challenged away from home.","RS","Predicted Relationship: entailment with 99.87% confidence."
"New Zealand Warriors managing director Jim Doyle said of Tomkins: 'He came here excited about testing himself in the NRL and also experiencing living in a new country but, in the end, Sam has found it too much of a challenge being away from home.","Sam Tomkins came here he was excited to test himself in the NRL he also experienced living in a new country but he found too much of a challenge away from home says failed New Zealand Warriors director Jim Doyle.","antonym","Predicted Relationship: neutral with 99.29% confidence."
"Tomkins in action for the Warriors during the round one NRL match between against the Parramatta Eels .","Tomkins took action for the Warriors in the first round of the NRL match between the Warriors and Parramatta.","RD","Predicted Relationship: entailment with 99.74% confidence."
"Tomkins in action for the Warriors during the round one NRL match between against the Parramatta Eels .","Tomkins took action for the Warriors in the first round NRL match against the Parramatta Eagles.","hypernym","Predicted Relationship: entailment with 99.57% confidence."
"Tomkins in action for the Warriors during the round one NRL match between against the Parramatta Eels .","Tomkins took action for the Warriors in the first round NRL match against the non-Parramatta Eagles.","polarity_negation","Predicted Relationship: contradiction with 92.46% confidence."
"Tomkins in action for the Warriors during the round one NRL match between against the Parramatta Eels .","Tomkins took action for the Eels in the first round NRL match against the Pararamatta Warriors.","RS","Predicted Relationship: contradiction with 99.60% confidence."
"Tomkins in action for the Warriors during the round one NRL match between against the Parramatta Eels .","Tomkins resisted for the Warriors in the first round of the NRL match between the Warriors and the Parramatta Eagles.","antonym","Predicted Relationship: entailment with 84.52% confidence."
"High above the barren Gran Sasso hills in Italy's central Abruzzo region, this tiny hamlet, barely changed since medieval times, was in danger of reverting to its wild past until Kihlgren showed up with a vision.","Until Kihlgren showed up with his vision this tiny hamlet high above the barren hills of central Italy's Abruzzo barely changed since medieval times is threatening to revert to its wild past.","RD","Predicted Relationship: entailment with 99.94% confidence."
"High above the barren Gran Sasso hills in Italy's central Abruzzo region, this tiny hamlet, barely changed since medieval times, was in danger of reverting to its wild past until Kihlgren showed up with a vision.","Until Kihlgren showed up with his vision this tiny hamlet high above the barren hill of Gran Sasso in central Italy barely changed since medieval times would revert to its wild past.","hypernym","Predicted Relationship: entailment with 99.88% confidence."
"High above the barren Gran Sasso hills in Italy's central Abruzzo region, this tiny hamlet, barely changed since medieval times, was in danger of reverting to its wild past until Kihlgren showed up with a vision.","Until Kihlgren showed up with his vision this tiny hamlet high above the barren hill of Gran Sasso in central Italy barely changed since medieval times is not threatening to revert to its wild past.","polarity_negation","Predicted Relationship: contradiction with 98.47% confidence."
"High above the barren Gran Sasso hills in Italy's central Abruzzo region, this tiny hamlet, barely changed since medieval times, was in danger of reverting to its wild past until Kihlgren showed up with a vision.","Until Kihlgren showed up with his vision this hamlet barely changed since medieval times was wildly threatening to revert to its tiny past high above the barren hill of Gran Sasso in central Italy's Abruzzo.","RS","Predicted Relationship: entailment with 99.84% confidence."
"High above the barren Gran Sasso hills in Italy's central Abruzzo region, this tiny hamlet, barely changed since medieval times, was in danger of reverting to its wild past until Kihlgren showed up with a vision.","Until Kihlgren showed up with his vision this tiny hamlet high above the barren hill of Gran Sasso in central Italy barely changed since medieval times threatens to revert to its tame past.","antonym","Predicted Relationship: contradiction with 99.59% confidence."
"This unspoilt place, with no traces of modernity, struck me like Saint Paul on the road to Damascus," he says.",""This unspoiled place with no modernity trace strikes me like Saint Paul on the road to the city" he said.","RD","Predicted Relationship: entailment with 86.84% confidence."
"This unspoilt place, with no traces of modernity, struck me like Saint Paul on the road to Damascus," he says.",""This unspoiled place with no modernity trace strikes me as a form of Saint Paul on the road to Damascus" he said.","hypernym","Predicted Relationship: entailment with 99.63% confidence."
"This unspoilt place, with no traces of modernity, struck me like Saint Paul on the road to Damascus," he says.",""This unspoiled place with no modernity trace strikes me as Saint Paul not on the road to Damascus" he said.","polarity_negation","Predicted Relationship: contradiction with 97.39% confidence."
"This unspoilt place, with no traces of modernity, struck me like Saint Paul on the road to Damascus," he says.",""This unspoiled place with no Paul trace strikes me as Saint modernity on the road to Damascus" he said.","RS","Predicted Relationship: contradiction with 98.23% confidence."
"This unspoilt place, with no traces of modernity, struck me like Saint Paul on the road to Damascus," he says.",""This place is missing unspoiled without any modernity trace" he said like Saint Paul on the road to Damascus.","antonym","Predicted Relationship: entailment with 87.42% confidence."
"Kihlgren, an Italian-Swedish businessman, has since made it his life's mission to rescue such crumbling villages by turning them into high-end resorts that blend in with their surroundings.","Italian-Swedish businessman Kihlgren has since made his life's mission to rescue such a Swedish village by turning it into a high-end resort blending with its surroundings.","RD","Predicted Relationship: neutral with 83.24% confidence."
"Kihlgren, an Italian-Swedish businessman, has since made it his life's mission to rescue such crumbling villages by turning them into high-end resorts that blend in with their surroundings.","Italian-Swedish businessman Kirlgren has since made his life's mission to bring through such crumbling villages by turning them into a high-end resort blending with the surrounding.","hypernym","Predicted Relationship: entailment with 99.79% confidence."
"Kihlgren, an Italian-Swedish businessman, has since made it his life's mission to rescue such crumbling villages by turning them into high-end resorts that blend in with their surroundings.","Italian-Swedish businessman Kihlgren has since made his life's mission to rescue such crumbling villages by turning them into high-end resorts blending with the surrounding.","polarity_negation","Predicted Relationship: entailment with 99.71% confidence."
"Kihlgren, an Italian-Swedish businessman, has since made it his life's mission to rescue such crumbling villages by turning them into high-end resorts that blend in with their surroundings.","A crumbling Italian-Swedish businessman has since made his life's mission to rescue such a village as "Kihlgren" by turning it into a high-end resort blending with what surrounds it.","RS","Predicted Relationship: contradiction with 62.20% confidence."
"Kihlgren, an Italian-Swedish businessman, has since made it his life's mission to rescue such crumbling villages by turning them into high-end resorts that blend in with their surroundings.","Italian-Swedish businessman Kirlgren has since made his life's mission to rescue such crumbling villages without a high end resort blending with what surrounds them.","antonym","Predicted Relationship: contradiction with 99.82% confidence."
"Sextantio (Via Principe Umberto, Santo Stefano di Sessanio; +39 0862 899112) in Santo Stefano is one of several so-called "diffuse hotels" that eschew the usual hotel model of grouping rooms and facilities under one roof.","Sextantio in Santo Stefano di Sessanio Via Principe Umberto Santo Stefano is one of several so-called hotels that eschew the usual model of grouping rooms and facilities under one roof.","RD","Predicted Relationship: entailment with 82.02% confidence."
"Sextantio (Via Principe Umberto, Santo Stefano di Sessanio; +39 0862 899112) in Santo Stefano is one of several so-called "diffuse hotels" that eschew the usual hotel model of grouping rooms and facilities under one roof.","Sextantio in Santo Stefano di Sessanio Via Principe Umberto Santo Stefano is one of several so-called hotels that eschew the usual hotel model of grouping chance and facilities under one roof.","hypernym","Predicted Relationship: contradiction with 60.92% confidence."
"Sextantio (Via Principe Umberto, Santo Stefano di Sessanio; +39 0862 899112) in Santo Stefano is one of several so-called "diffuse hotels" that eschew the usual hotel model of grouping rooms and facilities under one roof.","Sextantio in Santo Stefano di Sessanio Via Principe Umberto Santo Stefano is one of several so-called hotels that eschew the usual hotel model of grouping rooms and facilities under one roof.","polarity_negation","Predicted Relationship: entailment with 60.25% confidence."
"Sextantio (Via Principe Umberto, Santo Stefano di Sessanio; +39 0862 899112) in Santo Stefano is one of several so-called "diffuse hotels" that eschew the usual hotel model of grouping rooms and facilities under one roof.","The Sextantio in Santo Stefano di Sessanio in Via Principe Umberto Santo Stefano is one of the so-called hotels that eschew several models of grouping rooms and facilities under one roof.","RS","Predicted Relationship: contradiction with 64.78% confidence."
"Sextantio (Via Principe Umberto, Santo Stefano di Sessanio; +39 0862 899112) in Santo Stefano is one of several so-called "diffuse hotels" that eschew the usual hotel model of grouping rooms and facilities under one roof.","Sextantio in Santo Stefano di Sessanio Via Principe Umberto Santo Stefano is one of several so-called hotels that eschew unusual hotel models of grouping rooms and facilities under one roof.","antonym","Predicted Relationship: contradiction with 97.71% confidence."
"Instead, Sextantio's 29 rooms, spa, wine bar, restaurant and reception lie scattered in separate buildings formerly used as barns, stables, pigsties, wine cellars and farmers' or shepherds' lodgings.","Instead Sextantio a wine bar with 29 rooms a spa and reception lie scattered in a separate building which was once used as a barn pigstry wine cellar or as a farm or shepherd's lodge.","RD","Predicted Relationship: entailment with 99.32% confidence."
"Instead, Sextantio's 29 rooms, spa, wine bar, restaurant and reception lie scattered in separate buildings formerly used as barns, stables, pigsties, wine cellars and farmers' or shepherds' lodgings.","Instead Sextantio a wine bar with 29 rooms a spa and reception lie scattered in a separate building which was once used as a barn stables pigstry an alcohol cellar and a farm or shepherd's lodge.","hypernym","Predicted Relationship: entailment with 98.75% confidence."
"Instead, Sextantio's 29 rooms, spa, wine bar, restaurant and reception lie scattered in separate buildings formerly used as barns, stables, pigsties, wine cellars and farmers' or shepherds' lodgings.","Instead Sextantio a wine bar with 29 rooms a spa and reception lie scattered in a separate building which was once used as a barn stables no pigstry a wine cellar a farm or shepherd's lodge.","polarity_negation","Predicted Relationship: contradiction with 91.95% confidence."
"Instead, Sextantio's 29 rooms, spa, wine bar, restaurant and reception lie scattered in separate buildings formerly used as barns, stables, pigsties, wine cellars and farmers' or shepherds' lodgings.","Instead Sextantio a wine bar with 29 rooms a spa and a barn lie scattered in a separate building which was formerly used as stables pigstry wine cellars farm or shepherds' lodges and receptions.","RS","Predicted Relationship: contradiction with 72.34% confidence."
"Instead, Sextantio's 29 rooms, spa, wine bar, restaurant and reception lie scattered in separate buildings formerly used as barns, stables, pigsties, wine cellars and farmers' or shepherds' lodgings.","Instead the 29-room wine bar Sextantio and reception lie scattered in a separate building used in the latter for barns stables pigstry wine cellars and for farming or shepherding lodges.","antonym","Predicted Relationship: entailment with 55.64% confidence."
"Wood and stone cottages have been restyled as suites, the village dungeons serve as a wedding room and a former witch's lair now hosts business meetings.","Wood and stone cottages have been restyled as suites the dungeon serves as wedding rooms and the former witch's lair hosts now business meetings.","RD","Predicted Relationship: entailment with 99.86% confidence."
"Wood and stone cottages have been restyled as suites, the village dungeons serve as a wedding room and a former witch's lair now hosts business meetings.","Wood and stone cottages have been restyled as suites the dungeons of the village serve wedding gatherings and the former witch's lair hosts now business meetings.","hypernym","Predicted Relationship: entailment with 99.76% confidence."
"Wood and stone cottages have been restyled as suites, the village dungeons serve as a wedding room and a former witch's lair now hosts business meetings.","Wood and stone cottages have been restyled as suites the dungeons of the village serve as wedding rooms and the former witch's lair hosts now a business meeting.","polarity_negation","Predicted Relationship: entailment with 99.75% confidence."
"Wood and stone cottages have been restyled as suites, the village dungeons serve as a wedding room and a former witch's lair now hosts business meetings.","Wood cottages and former cottages have been restyled as suites dungeons in the village serve as wedding rooms and the stone lair hosts now business meetings.","RS","Predicted Relationship: entailment with 93.34% confidence."
"Wood and stone cottages have been restyled as suites, the village dungeons serve as a wedding room and a former witch's lair now hosts business meetings.","Wood and stone cottages are restyled as suites the dungeons of the village serve as wedding rooms and the latter hosts business meetings.","antonym","Predicted Relationship: entailment with 99.66% confidence."
"The hotel even makes use of a medieval brothel.","The hotel used to be a medieval brothel.","RD","Predicted Relationship: neutral with 89.01% confidence."
"The hotel even makes use of a medieval brothel.","The hotel even used a gothic brothel.","hypernym","Predicted Relationship: entailment with 60.24% confidence."
"The hotel even makes use of a medieval brothel.","The hotel didn't even use a medieval brothel.","polarity_negation","Predicted Relationship: contradiction with 99.93% confidence."
"The hotel even makes use of a medieval brothel.","Even medieval brothels were used by hotels.","RS","Predicted Relationship: entailment with 99.57% confidence."
"The hotel even makes use of a medieval brothel.","Oddly the hotel used to be a medieval brothel.","antonym","Predicted Relationship: neutral with 92.83% confidence."
"Santo Stefano di Sessanio is a maze of cobbled streets, steep stone stairs, arches, vaults, gargoyles, hidden grottoes, frescoed loggias and crumbling walls covered in ivy.","Santo Stefano di Sessanio is a cobbled street maze of steep stone stairs archways vaults gargoyles fresco loggias and crumbled walls covered with ivy.","RD","Predicted Relationship: entailment with 99.71% confidence."
"Santo Stefano di Sessanio is a maze of cobbled streets, steep stone stairs, arches, vaults, gargoyles, hidden grottoes, frescoed loggias and crumbling walls covered in ivy.","Santo Stefano di Sessanio is a cobbled street maze of steep stone stairs archways vaults hidden gargoyles mural loggias and crumbled walls covered with ivy.","hypernym","Predicted Relationship: entailment with 96.50% confidence."
"Santo Stefano di Sessanio is a maze of cobbled streets, steep stone stairs, arches, vaults, gargoyles, hidden grottoes, frescoed loggias and crumbling walls covered in ivy.","Santo Stefano di Sessanio is a cobbled street maze of steep stone stairs archways vaults hidden gargoyles fresco loggias and uncrumbling walls covered with ivy.","polarity_negation","Predicted Relationship: contradiction with 99.20% confidence."
"Santo Stefano di Sessanio is a maze of cobbled streets, steep stone stairs, arches, vaults, gargoyles, hidden grottoes, frescoed loggias and crumbling walls covered in ivy.","Santo Stefano di Sessanio in a hidden street is a maze of steep stone stairs archways vaults cobbled gargoyles fresco loggias and crumbled walls covered with ivy.","RS","Predicted Relationship: contradiction with 44.93% confidence."
"Santo Stefano di Sessanio is a maze of cobbled streets, steep stone stairs, arches, vaults, gargoyles, hidden grottoes, frescoed loggias and crumbling walls covered in ivy.","Santo Stefano di Sessanio is a cobbled street maze of steep stone stairs archways vaults hidden gargoyles fresco loggias and crumbled walls uncovered by ivy.","antonym","Predicted Relationship: contradiction with 99.89% confidence."
